project name,project url,category,commits
MiniWeChat-Client,https://github.com/yuechuanbingzhi163/MiniWeChat-Client,[],0,11,178
feedback,https://github.com/alanqian/feedback,"[1, 3, 5, 6]",4,11,28
.dotfiles,https://github.com/brianrainey/.dotfiles,"[1, 3, 6]",3,10,75
plotly,https://github.com/d-vf/plotly,"[1, 3, 5, 6, 7]",5,28,1305
es2015-bootstrap,https://github.com/johntron/es2015-bootstrap,"[1, 3]",2,3,3
stoqs,https://github.com/carueda/stoqs,"[1, 3, 6]",3,63,4404
nrays,https://github.com/sebcrozet/nrays,"[1, 3, 6]",3,14,82
CoreAR,https://github.com/letup/CoreAR,"[1, 3, 5, 6]",4,11,149
node.unnecessary.js,https://github.com/wthit56/node.unnecessary.js,"[1, 2, 4]",3,2,4
XChange,https://github.com/romerun/XChange,"[1, 3, 6, 7, 8]",5,26,595
Pass4Win,https://github.com/bazmecode/Pass4Win,"[1, 2, 3, 5, 6]",5,25,143
clBLAS,https://github.com/hughperkins/clBLAS,"[1, 2, 3, 4, 5, 6, 7]",7,17,249
srs,https://github.com/ruoshui/srs,"[1, 3, 4, 5, 6, 8]",6,983,3381
angular-ckeditor-directive,https://github.com/crann/angular-ckeditor-directive,"[1, 3, 5]",3,7,7
homebrew-cask,https://github.com/troska/homebrew-cask,"[1, 3, 4, 5, 6, 7]",6,80,42737
bs-webapi-incubator,https://github.com/BuckleTypes/bs-webapi-incubator,"[1, 3]",2,50,363
data-science-ipython-notebooks,https://github.com/christopherwoo/data-science-ipython-notebooks,"[1, 3, 5, 6, 7]",5,156,483
guides,https://github.com/lionfish7699/guides,"[1, 5, 7]",3,46,320
python-fire,https://github.com/yaogdu/python-fire,"[1, 2, 3, 5, 6]",5,2,13
swiped,https://github.com/monw3c/swiped,"[1, 3, 6]",3,11,27
UniversalMediaServer,https://github.com/Dauthiwarlord/UniversalMediaServer,"[1, 5, 6]",3,17,5844
puppet-firewalld,https://github.com/juame/puppet-firewalld,"[1, 3, 4, 5]",4,8,23
MSCollectionViewCalendarLayout,https://github.com/tetsuo6666/MSCollectionViewCalendarLayout,"[1, 2, 3, 5, 6, 7]",6,16,99
angular-duration-format,https://github.com/renoguyon/angular-duration-format,"[1, 3]",2,10,27
mitro,https://github.com/slavame/mitro,"[1, 3, 5, 6]",4,6,65
chugins,https://github.com/Chiel92/chugins,"[1, 3, 4, 6]",4,21,280
onepage_scroll,https://github.com/tourze/onepage_scroll,"[1, 3, 6]",3,19,61
oauth2,https://github.com/subclub/oauth2,"[1, 3, 5, 6]",4,47,434
BeeFramework,https://github.com/dev1234/BeeFramework,"[1, 3, 4, 5, 6, 7]",6,107,282
parseiqiyi,https://github.com/GitLqr/parseiqiyi,[],0,12,37
drupal_store_ftm,https://github.com/fitmoo/drupal_store_ftm,"[1, 3, 6]",3,1,5
pat,https://github.com/travisjeffery/pat,"[1, 3, 5, 6]",4,19,63
d3,https://github.com/zephyrm/d3,"[1, 2, 3, 6]",4,185,4079
AFiNeS,https://github.com/shilobanerjee/AFiNeS,"[1, 3, 5]",3,26,333
javascript-arithmetic-lab-bootcamp-prep-000,https://github.com/bambella4316/javascript-arithmetic-lab-bootcamp-prep-000,"[1, 2, 3, 6]",4,6,13
takeown,https://github.com/leobcn/takeown,"[1, 3, 5]",3,6,35
vegeta,https://github.com/itsky365/vegeta,"[1, 3, 5, 7, 8]",5,121,417
fullPage.js,https://github.com/monkeymoney/fullPage.js,"[1, 3, 4, 5, 6, 7, 8]",7,383,1163
ionic-cli,https://github.com/dxas90/ionic-cli,"[1, 3, 6]",3,86,1240
api,https://github.com/XiliangSong/api,"[1, 3, 6]",3,8,28
aws-codedeploy-agent,https://github.com/ccloes/aws-codedeploy-agent,"[1, 3]",2,5,70
raet,https://github.com/jacknjzhou/raet,"[1, 2, 3]",3,17,694
echo,https://github.com/npouvesle/echo,"[1, 3, 5, 6, 7]",5,112,320
modular-html-css-js-workshop,https://github.com/shayhowe/modular-html-css-js-workshop,"[1, 3, 6]",3,11,55
novel-mode,https://github.com/TLINDEN/novel-mode,"[1, 3, 4, 5]",4,4,6
ipython-notebooks,https://github.com/rossgritz/ipython-notebooks,"[1, 3, 6]",3,43,108
angular-phonecat,https://github.com/tdeborge/angular-phonecat,"[1, 3, 5]",3,24,228
first-lab-ruby-learn-cli-ile-intro-to-learn,https://github.com/AlexandraRezk02/first-lab-ruby-learn-cli-ile-intro-to-learn,"[1, 3]",2,17,21
formBuilder,https://github.com/jaredkirkley/formBuilder,"[1, 2, 3, 4, 5, 6]",6,40,441
DXXcodeConsoleUnicodePlugin,https://github.com/HugoDou/DXXcodeConsoleUnicodePlugin,[],0,5,39
ocanvas,https://github.com/panshuiqing/ocanvas,"[1, 2, 3, 6, 7]",5,6,373
afinal,https://github.com/witernie/afinal,[],0,33,122
you-get,https://github.com/hobmgcode/you-get,"[1, 2, 3, 5, 6, 7]",6,116,1113
ML-From-Scratch,https://github.com/openube/ML-From-Scratch,[1],1,17,69
DefinitelyTyped,https://github.com/paarthenon/DefinitelyTyped,"[1, 3, 5, 6, 7]",5,363,22103
insight2,https://github.com/mraimi/insight2,[1],1,15,45
compass,https://github.com/johnsonyang/compass,[],0,15,28
Front-end-tutorial,https://github.com/xiaofeng00/Front-end-tutorial,[],0,53,93
awesome_admin_layout,https://github.com/appirits/awesome_admin_layout,"[1, 3, 7]",3,7,94
simple_rsa,https://github.com/johabu/simple_rsa,"[1, 3, 5, 6]",4,4,8
quantlib,https://github.com/DuncanAForbes/quantlib,[7],1,12,12872
gtg,https://github.com/ishitach/gtg,"[1, 3, 6]",3,3,5130
research-2016-ecoop-artifact,https://github.com/eyolfson/research-2016-ecoop-artifact,"[1, 3]",2,34,47
G-Library,https://github.com/guoyu07/G-Library,"[1, 2, 5, 6, 7]",5,3,45
swd-recorder,https://github.com/gouldingm/swd-recorder,"[1, 2, 6, 7]",4,5,84
retrolambda,https://github.com/cushon/retrolambda,"[1, 2, 3, 4, 6]",5,112,410
NPKC_17_Teensy3.2,https://github.com/trZone/NPKC_17_Teensy3.2,[1],1,2,6
jspm-cli,https://github.com/SerkanSipahi/jspm-cli,"[1, 5, 6]",3,75,1160
DoctrineEncryptBundle,https://github.com/TNAJanssen/DoctrineEncryptBundle,"[1, 2, 4, 5, 6]",5,19,88
hyperapp,https://github.com/KeithLee208/hyperapp,"[1, 3, 6]",3,40,131
seadroid,https://github.com/isoscl/seadroid,"[1, 3, 5, 6, 7]",5,43,1739
wp-github-updater,https://github.com/shohag121/wp-github-updater,"[1, 3]",2,5,30
wildfly,https://github.com/AlexandreHonorato/wildfly,"[1, 2, 3, 5, 6, 7]",6,17,19164
kdev-kernel,https://github.com/c-jheengut/kdev-kernel,"[1, 2, 3, 4, 5, 6, 7]",7,6,52
neveragaindottech.github.io,https://github.com/uhlume/neveragaindottech.github.io,"[1, 6]",2,30,4711
PySLGalMaker,https://github.com/weimingtom/PySLGalMaker,[],0,11,19
jquery.hotkeys,https://github.com/ghamry/jquery.hotkeys,"[1, 3]",2,34,129
pluck,https://github.com/plirof/pluck,"[1, 2, 3, 5, 6, 7]",6,6,563
carrierwave-base64-storage,https://github.com/alg/carrierwave-base64-storage,"[1, 3, 5]",3,3,10
msu_ngs2015,https://github.com/IL2liu/msu_ngs2015,"[1, 2]",2,8,35
dev1-mini-project,https://github.com/Exia101/dev1-mini-project,[1],1,1,294
gulp-merge-json,https://github.com/joshswan/gulp-merge-json,"[1, 3]",2,18,81
unity3d-store,https://github.com/javillegas/unity3d-store,"[1, 3, 4, 5, 6, 7]",6,120,595
pcbsd,https://github.com/jbenden/pcbsd,"[1, 5]",2,12,8141
fake_inject,https://github.com/erizhang/fake_inject,"[1, 3]",2,6,20
fig,https://github.com/homingli/fig,"[1, 3, 6]",3,71,791
LogViewer,https://github.com/illuminate3/LogViewer,"[1, 3, 4, 5, 6, 7]",6,18,238
Dragonet,https://github.com/willotheblessed/Dragonet,"[1, 3, 4, 5, 6]",5,20,274
ras-common,https://github.com/ONSdigital/ras-common,"[1, 2, 3]",3,21,313
node-taas-client,https://github.com/LordWiley/node-taas-client,"[1, 3, 5, 6, 8]",5,8,29
brew,https://github.com/itomato/brew,"[1, 3, 4, 5, 6, 7]",6,88,9912
nodegit,https://github.com/martinheidegger/nodegit,"[1, 3, 4, 5, 6]",5,221,2627
yamp-js,https://github.com/the-vk/yamp-js,"[3, 6]",2,3,6
js-jquery-stop-propogation-lab-wdf-000,https://github.com/Olive4Oyl/js-jquery-stop-propogation-lab-wdf-000,"[1, 3]",2,9,13
whenever,https://github.com/bdurand/whenever,"[3, 5, 6]",3,63,438
